dep;jour;pop;P;cl_age90
86;2020-06-27;38886;0;79
86;2020-06-27;24916;0;89
86;2020-06-27;8065;0;90
86;2020-06-27;437398;0;0
86;2020-06-28;45553;0;09
86;2020-06-28;55809;0;19
86;2020-06-28;51459;0;29
86;2020-06-28;48717;0;39
86;2020-06-28;52927;0;49
86;2020-06-28;55357;0;59
86;2020-06-28;55709;0;69
86;2020-06-28;38886;0;79
86;2020-06-28;24916;0;89
86;2020-06-28;8065;1;90
86;2020-06-28;437398;1;0
86;2020-06-29;45553;0;09
86;2020-06-29;55809;0;19
86;2020-06-29;51459;0;29
86;2020-06-29;48717;0;39
86;2020-06-29;52927;0;49
86;2020-06-29;55357;0;59
86;2020-06-29;55709;0;69
86;2020-06-29;38886;0;79
86;2020-06-29;24916;0;89
86;2020-06-29;8065;0;90
86;2020-06-29;437398;0;0
86;2020-06-30;45553;0;09
86;2020-06-30;55809;0;19
86;2020-06-30;51459;0;29
86;2020-06-30;48717;0;39
86;2020-06-30;52927;1;49
86;2020-06-30;55357;0;59
86;2020-06-30;55709;0;69
86;2020-06-30;38886;1;79
86;2020-06-30;24916;0;89
86;2020-06-30;8065;0;90
86;2020-06-30;437398;2;0
86;2020-07-01;45553;0;09
86;2020-07-01;55809;0;19
86;2020-07-01;51459;0;29
86;2020-07-01;48717;0;39
86;2020-07-01;52927;0;49
86;2020-07-01;55357;0;59
86;2020-07-01;55709;0;69
86;2020-07-01;38886;0;79
86;2020-07-01;24916;0;89
86;2020-07-01;8065;0;90
86;2020-07-01;437398;0;0
86;2020-07-02;45553;0;09
86;2020-07-02;55809;0;19
86;2020-07-02;51459;1;29
86;2020-07-02;48717;0;39
86;2020-07-02;52927;0;49
86;2020-07-02;55357;0;59
86;2020-07-02;55709;0;69
86;2020-07-02;38886;0;79
86;2020-07-02;24916;0;89
86;2020-07-02;8065;0;90
86;2020-07-02;437398;1;0
86;2020-07-03;45553;0;09
86;2020-07-03;55809;0;19
86;2020-07-03;51459;0;29
86;2020-07-03;48717;0;39
86;2020-07-03;52927;0;49
86;2020-07-03;55357;0;59
86;2020-07-03;55709;0;69
86;2020-07-03;38886;0;79
86;2020-07-03;24916;0;89
86;2020-07-03;8065;0;90
86;2020-07-03;437398;0;0
86;2020-07-04;45553;0;09
86;2020-07-04;55809;0;19
86;2020-07-04;51459;0;29
86;2020-07-04;48717;0;39
86;2020-07-04;52927;0;49
86;2020-07-04;55357;0;59
86;2020-07-04;55709;0;69
86;2020-07-04;38886;1;79
86;2020-07-04;24916;0;89
86;2020-07-04;8065;0;90
86;2020-07-04;437398;1;0
86;2020-07-05;45553;0;09
86;2020-07-05;55809;0;19
86;2020-07-05;51459;0;29
86;2020-07-05;48717;0;39
86;2020-07-05;52927;0;49
86;2020-07-05;55357;0;59
86;2020-07-05;55709;0;69
86;2020-07-05;38886;0;79
86;2020-07-05;24916;0;89
86;2020-07-05;8065;0;90
86;2020-07-05;437398;0;0
86;2020-07-06;45553;2;09
86;2020-07-06;55809;1;19
86;2020-07-06;51459;0;29
86;2020-07-06;48717;0;39
86;2020-07-06;52927;0;49
86;2020-07-06;55357;0;59
86;2020-07-06;55709;0;69
86;2020-07-06;38886;0;79
86;2020-07-06;24916;0;89
86;2020-07-06;8065;1;90
86;2020-07-06;437398;4;0
86;2020-07-07;45553;2;09
86;2020-07-07;55809;0;19
86;2020-07-07;51459;0;29
86;2020-07-07;48717;0;39
86;2020-07-07;52927;1;49
86;2020-07-07;55357;0;59
86;2020-07-07;55709;0;69
86;2020-07-07;38886;0;79
86;2020-07-07;24916;1;89
86;2020-07-07;8065;0;90
86;2020-07-07;437398;4;0
86;2020-07-08;45553;1;09
86;2020-07-08;55809;1;19
86;2020-07-08;51459;0;29
86;2020-07-08;48717;0;39
86;2020-07-08;52927;0;49
86;2020-07-08;55357;0;59
86;2020-07-08;55709;2;69
86;2020-07-08;38886;0;79
86;2020-07-08;24916;0;89
86;2020-07-08;8065;0;90
86;2020-07-08;437398;4;0
86;2020-07-09;45553;0;09
86;2020-07-09;55809;0;19
86;2020-07-09;51459;0;29
86;2020-07-09;48717;0;39
86;2020-07-09;52927;0;49
86;2020-07-09;55357;0;59
86;2020-07-09;55709;0;69
86;2020-07-09;38886;0;79
86;2020-07-09;24916;0;89
86;2020-07-09;8065;0;90
86;2020-07-09;437398;0;0
86;2020-07-10;45553;0;09
86;2020-07-10;55809;0;19
86;2020-07-10;51459;0;29
86;2020-07-10;48717;1;39
86;2020-07-10;52927;0;49
86;2020-07-10;55357;0;59
86;2020-07-10;55709;0;69
86;2020-07-10;38886;0;79
86;2020-07-10;24916;0;89
86;2020-07-10;8065;0;90
86;2020-07-10;437398;1;0
86;2020-07-11;45553;0;09
86;2020-07-11;55809;0;19
86;2020-07-11;51459;0;29
86;2020-07-11;48717;0;39
86;2020-07-11;52927;0;49
86;2020-07-11;55357;0;59
86;2020-07-11;55709;0;69
86;2020-07-11;38886;0;79
86;2020-07-11;24916;0;89
86;2020-07-11;8065;0;90
86;2020-07-11;437398;0;0
86;2020-07-12;45553;0;09
86;2020-07-12;55809;0;19
86;2020-07-12;51459;0;29
86;2020-07-12;48717;0;39
86;2020-07-12;52927;0;49
86;2020-07-12;55357;0;59
86;2020-07-12;55709;0;69
86;2020-07-12;38886;0;79
86;2020-07-12;24916;1;89
86;2020-07-12;8065;0;90
86;2020-07-12;437398;1;0
86;2020-07-13;45553;0;09
86;2020-07-13;55809;0;19
86;2020-07-13;51459;0;29
86;2020-07-13;48717;0;39
86;2020-07-13;52927;0;49
86;2020-07-13;55357;0;59
86;2020-07-13;55709;1;69
86;2020-07-13;38886;0;79
86;2020-07-13;24916;0;89
86;2020-07-13;8065;0;90
86;2020-07-13;437398;1;0
86;2020-07-14;45553;0;09
86;2020-07-14;55809;1;19
86;2020-07-14;51459;0;29
86;2020-07-14;48717;0;39
86;2020-07-14;52927;0;49
86;2020-07-14;55357;0;59
86;2020-07-14;55709;0;69
86;2020-07-14;38886;0;79
86;2020-07-14;24916;0;89
86;2020-07-14;8065;0;90
86;2020-07-14;437398;1;0
86;2020-07-15;45553;0;09
86;2020-07-15;55809;0;19
86;2020-07-15;51459;0;29
86;2020-07-15;48717;0;39
86;2020-07-15;52927;0;49
86;2020-07-15;55357;0;59
86;2020-07-15;55709;0;69
86;2020-07-15;38886;0;79
86;2020-07-15;24916;0;89
86;2020-07-15;8065;0;90
86;2020-07-15;437398;0;0
86;2020-07-16;45553;0;09
86;2020-07-16;55809;0;19
86;2020-07-16;51459;0;29
86;2020-07-16;48717;1;39
86;2020-07-16;52927;0;49
86;2020-07-16;55357;0;59
86;2020-07-16;55709;1;69
86;2020-07-16;38886;0;79
86;2020-07-16;24916;0;89
86;2020-07-16;8065;0;90
86;2020-07-16;437398;2;0
86;2020-07-17;45553;0;09
86;2020-07-17;55809;0;19
86;2020-07-17;51459;1;29
86;2020-07-17;48717;0;39
86;2020-07-17;52927;0;49
86;2020-07-17;55357;0;59
86;2020-07-17;55709;0;69
86;2020-07-17;38886;1;79
86;2020-07-17;24916;0;89
86;2020-07-17;8065;0;90
86;2020-07-17;437398;2;0
86;2020-07-18;45553;1;09
86;2020-07-18;55809;0;19
86;2020-07-18;51459;0;29
86;2020-07-18;48717;1;39
86;2020-07-18;52927;0;49
86;2020-07-18;55357;0;59
86;2020-07-18;55709;0;69
86;2020-07-18;38886;0;79
86;2020-07-18;24916;0;89
86;2020-07-18;8065;0;90
86;2020-07-18;437398;2;0
86;2020-07-19;45553;0;09
86;2020-07-19;55809;0;19
86;2020-07-19;51459;0;29
86;2020-07-19;48717;0;39
86;2020-07-19;52927;0;49
86;2020-07-19;55357;0;59
86;2020-07-19;55709;0;69
86;2020-07-19;38886;0;79
86;2020-07-19;24916;0;89
86;2020-07-19;8065;0;90
86;2020-07-19;437398;0;0
86;2020-07-20;45553;0;09
86;2020-07-20;55809;0;19
86;2020-07-20;51459;0;29
86;2020-07-20;48717;0;39
86;2020-07-20;52927;0;49
86;2020-07-20;55357;0;59
86;2020-07-20;55709;0;69
86;2020-07-20;38886;0;79
86;2020-07-20;24916;0;89
86;2020-07-20;8065;0;90
86;2020-07-20;437398;0;0
86;2020-07-21;45553;0;09
86;2020-07-21;55809;0;19
86;2020-07-21;51459;0;29
86;2020-07-21;48717;0;39
86;2020-07-21;52927;0;49
86;2020-07-21;55357;1;59
86;2020-07-21;55709;2;69
86;2020-07-21;38886;0;79
86;2020-07-21;24916;0;89
86;2020-07-21;8065;0;90
86;2020-07-21;437398;3;0
86;2020-07-22;45553;0;09
86;2020-07-22;55809;0;19
86;2020-07-22;51459;0;29
86;2020-07-22;48717;0;39
86;2020-07-22;52927;1;49
86;2020-07-22;55357;0;59
86;2020-07-22;55709;0;69
86;2020-07-22;38886;1;79
86;2020-07-22;24916;0;89
86;2020-07-22;8065;0;90
86;2020-07-22;437398;2;0
86;2020-07-23;45553;0;09
86;2020-07-23;55809;0;19
86;2020-07-23;51459;0;29
86;2020-07-23;48717;0;39
86;2020-07-23;52927;1;49
86;2020-07-23;55357;0;59
86;2020-07-23;55709;0;69
86;2020-07-23;38886;0;79
86;2020-07-23;24916;0;89
86;2020-07-23;8065;0;90
86;2020-07-23;437398;1;0
86;2020-07-24;45553;0;09
86;2020-07-24;55809;0;19
86;2020-07-24;51459;0;29
86;2020-07-24;48717;0;39
86;2020-07-24;52927;0;49
86;2020-07-24;55357;0;59
86;2020-07-24;55709;0;69
86;2020-07-24;38886;0;79
86;2020-07-24;24916;0;89
86;2020-07-24;8065;0;90
86;2020-07-24;437398;0;0
86;2020-07-25;45553;0;09
86;2020-07-25;55809;0;19
86;2020-07-25;51459;0;29
86;2020-07-25;48717;0;39
86;2020-07-25;52927;0;49
86;2020-07-25;55357;0;59
86;2020-07-25;55709;0;69
86;2020-07-25;38886;0;79
86;2020-07-25;24916;0;89
86;2020-07-25;8065;0;90
86;2020-07-25;437398;0;0
86;2020-07-26;45553;0;09
86;2020-07-26;55809;0;19
86;2020-07-26;51459;0;29
86;2020-07-26;48717;0;39
86;2020-07-26;52927;0;49
86;2020-07-26;55357;0;59
86;2020-07-26;55709;0;69
86;2020-07-26;38886;0;79
86;2020-07-26;24916;0;89
86;2020-07-26;8065;0;90
86;2020-07-26;437398;0;0
86;2020-07-27;45553;0;09
86;2020-07-27;55809;1;19
86;2020-07-27;51459;1;29
86;2020-07-27;48717;2;39
86;2020-07-27;52927;0;49
86;2020-07-27;55357;0;59
86;2020-07-27;55709;0;69
86;2020-07-27;38886;0;79
86;2020-07-27;24916;0;89
86;2020-07-27;8065;0;90
86;2020-07-27;437398;4;0
86;2020-07-28;45553;0;09
86;2020-07-28;55809;0;19
86;2020-07-28;51459;0;29
86;2020-07-28;48717;0;39
86;2020-07-28;52927;0;49
86;2020-07-28;55357;0;59
86;2020-07-28;55709;1;69
86;2020-07-28;38886;0;79
86;2020-07-28;24916;0;89
86;2020-07-28;8065;0;90
86;2020-07-28;437398;1;0
86;2020-07-29;45553;0;09
86;2020-07-29;55809;1;19
86;2020-07-29;51459;0;29
86;2020-07-29;48717;0;39
86;2020-07-29;52927;0;49
86;2020-07-29;55357;1;59
86;2020-07-29;55709;0;69
86;2020-07-29;38886;0;79
86;2020-07-29;24916;0;89
86;2020-07-29;8065;0;90
86;2020-07-29;437398;2;0
86;2020-07-30;45553;0;09
86;2020-07-30;55809;0;19
86;2020-07-30;51459;0;29
86;2020-07-30;48717;0;39
86;2020-07-30;52927;0;49
86;2020-07-30;55357;0;59
86;2020-07-30;55709;1;69
86;2020-07-30;38886;0;79
86;2020-07-30;24916;0;89
86;2020-07-30;8065;0;90
86;2020-07-30;437398;1;0
86;2020-07-31;45553;0;09
86;2020-07-31;55809;0;19
86;2020-07-31;51459;0;29
86;2020-07-31;48717;2;39
86;2020-07-31;52927;0;49
86;2020-07-31;55357;0;59
86;2020-07-31;55709;1;69
86;2020-07-31;38886;0;79
86;2020-07-31;24916;0;89
86;2020-07-31;8065;0;90
86;2020-07-31;437398;3;0
86;2020-08-01;45553;0;09
86;2020-08-01;55809;1;19
86;2020-08-01;51459;0;29
86;2020-08-01;48717;1;39
86;2020-08-01;52927;0;49
86;2020-08-01;55357;0;59
86;2020-08-01;55709;0;69
86;2020-08-01;38886;0;79
86;2020-08-01;24916;0;89
86;2020-08-01;8065;0;90
86;2020-08-01;437398;2;0
86;2020-08-02;45553;0;09
86;2020-08-02;55809;0;19
86;2020-08-02;51459;0;29
86;2020-08-02;48717;0;39
86;2020-08-02;52927;0;49
86;2020-08-02;55357;0;59
86;2020-08-02;55709;0;69
86;2020-08-02;38886;0;79
86;2020-08-02;24916;0;89
86;2020-08-02;8065;0;90
86;2020-08-02;437398;0;0
86;2020-08-03;45553;0;09
86;2020-08-03;55809;0;19
86;2020-08-03;51459;1;29
86;2020-08-03;48717;1;39
86;2020-08-03;52927;0;49
86;2020-08-03;55357;0;59
86;2020-08-03;55709;0;69
86;2020-08-03;38886;0;79
86;2020-08-03;24916;0;89
86;2020-08-03;8065;0;90
86;2020-08-03;437398;2;0
86;2020-08-04;45553;0;09
86;2020-08-04;55809;0;19
86;2020-08-04;51459;0;29
86;2020-08-04;48717;0;39
86;2020-08-04;52927;1;49
86;2020-08-04;55357;0;59
86;2020-08-04;55709;0;69
86;2020-08-04;38886;0;79
86;2020-08-04;24916;0;89
86;2020-08-04;8065;0;90
86;2020-08-04;437398;1;0
86;2020-08-05;45553;0;09
86;2020-08-05;55809;0;19
86;2020-08-05;51459;1;29
86;2020-08-05;48717;0;39
86;2020-08-05;52927;0;49
86;2020-08-05;55357;0;59
86;2020-08-05;55709;0;69
86;2020-08-05;38886;0;79
86;2020-08-05;24916;0;89
86;2020-08-05;8065;0;90
86;2020-08-05;437398;1;0
86;2020-08-06;45553;0;09
86;2020-08-06;55809;1;19
86;2020-08-06;51459;1;29
86;2020-08-06;48717;1;39
86;2020-08-06;52927;1;49
86;2020-08-06;55357;0;59
86;2020-08-06;55709;0;69
86;2020-08-06;38886;0;79
86;2020-08-06;24916;0;89
86;2020-08-06;8065;0;90
86;2020-08-06;437398;4;0
86;2020-08-07;45553;0;09
86;2020-08-07;55809;1;19
86;2020-08-07;51459;1;29
86;2020-08-07;48717;0;39
86;2020-08-07;52927;0;49
86;2020-08-07;55357;0;59
86;2020-08-07;55709;0;69
86;2020-08-07;38886;1;79
86;2020-08-07;24916;0;89
86;2020-08-07;8065;0;90
86;2020-08-07;437398;3;0
86;2020-08-08;45553;0;09
86;2020-08-08;55809;1;19
86;2020-08-08;51459;0;29
86;2020-08-08;48717;0;39
86;2020-08-08;52927;0;49
86;2020-08-08;55357;2;59
86;2020-08-08;55709;1;69
86;2020-08-08;38886;0;79
86;2020-08-08;24916;0;89
86;2020-08-08;8065;0;90
86;2020-08-08;437398;4;0
86;2020-08-09;45553;0;09
86;2020-08-09;55809;0;19
86;2020-08-09;51459;0;29
86;2020-08-09;48717;0;39
86;2020-08-09;52927;0;49
86;2020-08-09;55357;0;59
86;2020-08-09;55709;0;69
86;2020-08-09;38886;0;79
86;2020-08-09;24916;0;89
86;2020-08-09;8065;0;90
86;2020-08-09;437398;0;0
87;2020-05-13;36125;0;09
87;2020-05-13;43048;0;19
87;2020-05-13;38136;0;29
87;2020-05-13;39312;0;39
87;2020-05-13;44763;1;49
87;2020-05-13;49746;0;59
87;2020-05-13;50526;0;69
87;2020-05-13;38447;0;79
87;2020-05-13;23291;0;89
87;2020-05-13;7380;0;90
87;2020-05-13;370774;1;0
87;2020-05-14;36125;0;09
87;2020-05-14;43048;0;19
87;2020-05-14;38136;0;29
87;2020-05-14;39312;0;39
87;2020-05-14;44763;0;49
87;2020-05-14;49746;0;59
87;2020-05-14;50526;0;69
87;2020-05-14;38447;0;79
87;2020-05-14;23291;0;89
87;2020-05-14;7380;0;90
87;2020-05-14;370774;0;0
87;2020-05-15;36125;0;09
87;2020-05-15;43048;0;19
87;2020-05-15;38136;0;29
87;2020-05-15;39312;0;39
87;2020-05-15;44763;0;49
87;2020-05-15;49746;0;59
87;2020-05-15;50526;0;69
87;2020-05-15;38447;0;79
87;2020-05-15;23291;0;89
87;2020-05-15;7380;0;90
87;2020-05-15;370774;0;0
87;2020-05-16;36125;0;09
87;2020-05-16;43048;0;19
87;2020-05-16;38136;0;29
87;2020-05-16;39312;0;39
87;2020-05-16;44763;0;49
87;2020-05-16;49746;1;59
87;2020-05-16;50526;0;69
87;2020-05-16;38447;0;79
87;2020-05-16;23291;0;89
87;2020-05-16;7380;0;90
87;2020-05-16;370774;1;0
87;2020-05-17;36125;0;09
87;2020-05-17;43048;0;19
87;2020-05-17;38136;0;29
87;2020-05-17;39312;0;39
87;2020-05-17;44763;0;49
87;2020-05-17;49746;0;59
87;2020-05-17;50526;0;69
87;2020-05-17;38447;0;79
87;2020-05-17;23291;0;89
87;2020-05-17;7380;0;90
87;2020-05-17;370774;0;0
87;2020-05-18;36125;0;09
87;2020-05-18;43048;0;19
87;2020-05-18;38136;0;29
87;2020-05-18;39312;0;39
87;2020-05-18;44763;1;49
87;2020-05-18;49746;0;59
87;2020-05-18;50526;0;69
87;2020-05-18;38447;0;79
87;2020-05-18;23291;0;89
87;2020-05-18;7380;0;90
87;2020-05-18;370774;1;0
87;2020-05-19;36125;0;09
87;2020-05-19;43048;0;19
87;2020-05-19;38136;1;29
87;2020-05-19;39312;0;39
87;2020-05-19;44763;0;49
87;2020-05-19;49746;0;59
87;2020-05-19;50526;1;69
87;2020-05-19;38447;0;79
87;2020-05-19;23291;0;89
87;2020-05-19;7380;0;90
87;2020-05-19;370774;2;0
87;2020-05-20;36125;0;09
87;2020-05-20;43048;0;19
87;2020-05-20;38136;0;29
87;2020-05-20;39312;0;39
87;2020-05-20;44763;0;49
87;2020-05-20;49746;0;59
87;2020-05-20;50526;0;69
87;2020-05-20;38447;0;79
87;2020-05-20;23291;0;89
87;2020-05-20;7380;0;90
87;2020-05-20;370774;0;0
87;2020-05-21;36125;0;09
87;2020-05-21;43048;0;19
87;2020-05-21;38136;0;29
87;2020-05-21;39312;0;39
87;2020-05-21;44763;0;49
87;2020-05-21;49746;0;59
87;2020-05-21;50526;0;69
87;2020-05-21;38447;0;79
87;2020-05-21;23291;0;89
87;2020-05-21;7380;0;90
87;2020-05-21;370774;0;0
87;2020-05-22;36125;0;09
87;2020-05-22;43048;0;19
87;2020-05-22;38136;0;29
87;2020-05-22;39312;0;39
87;2020-05-22;44763;0;49
87;2020-05-22;49746;0;59
87;2020-05-22;50526;0;69
87;2020-05-22;38447;0;79
87;2020-05-22;23291;0;89
87;2020-05-22;7380;0;90
87;2020-05-22;370774;0;0
87;2020-05-23;36125;0;09
87;2020-05-23;43048;0;19
87;2020-05-23;38136;0;29
87;2020-05-23;39312;0;39
87;2020-05-23;44763;0;49
87;2020-05-23;49746;0;59
87;2020-05-23;50526;0;69
87;2020-05-23;38447;0;79
87;2020-05-23;23291;0;89
87;2020-05-23;7380;0;90
87;2020-05-23;370774;0;0
87;2020-05-24;36125;0;09
87;2020-05-24;43048;0;19
87;2020-05-24;38136;0;29
87;2020-05-24;39312;0;39
87;2020-05-24;44763;0;49
87;2020-05-24;49746;0;59
87;2020-05-24;50526;0;69
87;2020-05-24;38447;0;79
87;2020-05-24;23291;0;89
87;2020-05-24;7380;0;90
87;2020-05-24;370774;0;0
87;2020-05-25;36125;0;09
87;2020-05-25;43048;0;19
87;2020-05-25;38136;0;29
87;2020-05-25;39312;0;39
87;2020-05-25;44763;1;49
87;2020-05-25;49746;0;59
87;2020-05-25;50526;0;69
87;2020-05-25;38447;0;79
87;2020-05-25;23291;0;89
87;2020-05-25;7380;0;90
87;2020-05-25;370774;1;0
87;2020-05-26;36125;0;09
87;2020-05-26;43048;0;19
87;2020-05-26;38136;0;29
87;2020-05-26;39312;0;39
87;2020-05-26;44763;1;49
87;2020-05-26;49746;0;59
87;2020-05-26;50526;0;69
87;2020-05-26;38447;0;79
87;2020-05-26;23291;0;89
87;2020-05-26;7380;0;90
87;2020-05-26;370774;1;0
87;2020-05-27;36125;0;09
87;2020-05-27;43048;1;19
87;2020-05-27;38136;0;29
87;2020-05-27;39312;0;39
87;2020-05-27;44763;1;49
87;2020-05-27;49746;0;59
87;2020-05-27;50526;0;69
87;2020-05-27;38447;0;79
87;2020-05-27;23291;0;89
87;2020-05-27;7380;0;90
87;2020-05-27;370774;2;0
87;2020-05-28;36125;0;09
87;2020-05-28;43048;0;19
87;2020-05-28;38136;0;29
87;2020-05-28;39312;0;39
87;2020-05-28;44763;0;49
87;2020-05-28;49746;0;59
87;2020-05-28;50526;0;69
87;2020-05-28;38447;0;79
87;2020-05-28;23291;0;89
87;2020-05-28;7380;0;90
87;2020-05-28;370774;0;0
87;2020-05-29;36125;0;09
87;2020-05-29;43048;0;19
87;2020-05-29;38136;1;29
87;2020-05-29;39312;1;39
87;2020-05-29;44763;0;49
87;2020-05-29;49746;0;59
87;2020-05-29;50526;0;69
87;2020-05-29;38447;0;79
87;2020-05-29;23291;0;89
87;2020-05-29;7380;0;90
87;2020-05-29;370774;2;0
87;2020-05-30;36125;0;09
87;2020-05-30;43048;0;19
87;2020-05-30;38136;0;29
87;2020-05-30;39312;0;39
87;2020-05-30;44763;0;49
87;2020-05-30;49746;0;59
87;2020-05-30;50526;0;69
87;2020-05-30;38447;0;79
87;2020-05-30;23291;0;89
87;2020-05-30;7380;0;90
87;2020-05-30;370774;0;0
87;2020-05-31;36125;0;09
87;2020-05-31;43048;0;19
87;2020-05-31;38136;0;29
87;2020-05-31;39312;0;39
87;2020-05-31;44763;0;49
87;2020-05-31;49746;0;59
87;2020-05-31;50526;0;69
87;2020-05-31;38447;0;79
87;2020-05-31;23291;0;89
87;2020-05-31;7380;0;90
87;2020-05-31;370774;0;0
87;2020-06-01;36125;0;09
87;2020-06-01;43048;0;19
87;2020-06-01;38136;0;29
87;2020-06-01;39312;0;39
87;2020-06-01;44763;0;49
87;2020-06-01;49746;0;59
87;2020-06-01;50526;0;69
87;2020-06-01;38447;0;79
87;2020-06-01;23291;0;89
87;2020-06-01;7380;0;90
87;2020-06-01;370774;0;0
87;2020-06-02;36125;0;09
87;2020-06-02;43048;4;19
87;2020-06-02;38136;0;29
87;2020-06-02;39312;0;39
87;2020-06-02;44763;0;49
87;2020-06-02;49746;0;59
87;2020-06-02;50526;0;69
87;2020-06-02;38447;0;79
87;2020-06-02;23291;0;89
87;2020-06-02;7380;0;90
87;2020-06-02;370774;4;0
87;2020-06-03;36125;0;09
87;2020-06-03;43048;0;19
87;2020-06-03;38136;0;29
87;2020-06-03;39312;0;39
87;2020-06-03;44763;0;49
87;2020-06-03;49746;0;59
87;2020-06-03;50526;0;69
87;2020-06-03;38447;0;79
87;2020-06-03;23291;0;89
87;2020-06-03;7380;0;90
87;2020-06-03;370774;0;0
87;2020-06-04;36125;0;09
87;2020-06-04;43048;0;19
87;2020-06-04;38136;0;29
87;2020-06-04;39312;0;39
87;2020-06-04;44763;0;49
87;2020-06-04;49746;0;59
87;2020-06-04;50526;0;69
87;2020-06-04;38447;0;79
87;2020-06-04;23291;0;89
87;2020-06-04;7380;0;90
87;2020-06-04;370774;0;0
87;2020-06-05;36125;0;09
87;2020-06-05;43048;0;19
87;2020-06-05;38136;0;29
87;2020-06-05;39312;0;39
87;2020-06-05;44763;0;49
87;2020-06-05;49746;0;59
87;2020-06-05;50526;0;69
87;2020-06-05;38447;0;79
87;2020-06-05;23291;0;89
87;2020-06-05;7380;1;90
87;2020-06-05;370774;1;0
87;2020-06-06;36125;0;09
87;2020-06-06;43048;0;19
87;2020-06-06;38136;0;29
87;2020-06-06;39312;0;39
87;2020-06-06;44763;0;49
87;2020-06-06;49746;0;59
87;2020-06-06;50526;0;69
87;2020-06-06;38447;0;79
87;2020-06-06;23291;0;89
87;2020-06-06;7380;0;90
87;2020-06-06;370774;0;0
87;2020-06-07;36125;0;09
87;2020-06-07;43048;0;19
87;2020-06-07;38136;0;29
87;2020-06-07;39312;0;39
87;2020-06-07;44763;0;49
87;2020-06-07;49746;0;59
87;2020-06-07;50526;0;69
87;2020-06-07;38447;0;79
87;2020-06-07;23291;0;89
87;2020-06-07;7380;0;90
87;2020-06-07;370774;0;0
87;2020-06-08;36125;0;09
87;2020-06-08;43048;0;19
87;2020-06-08;38136;0;29
87;2020-06-08;39312;0;39
87;2020-06-08;44763;0;49
87;2020-06-08;49746;0;59
87;2020-06-08;50526;0;69
87;2020-06-08;38447;0;79
87;2020-06-08;23291;0;89
87;2020-06-08;7380;0;90
87;2020-06-08;370774;0;0
87;2020-06-09;36125;0;09
87;2020-06-09;43048;0;19
87;2020-06-09;38136;0;29
87;2020-06-09;39312;0;39
87;2020-06-09;44763;0;49
87;2020-06-09;49746;0;59
87;2020-06-09;50526;0;69
87;2020-06-09;38447;0;79
87;2020-06-09;23291;0;89
87;2020-06-09;7380;0;90
87;2020-06-09;370774;0;0
87;2020-06-10;36125;0;09
87;2020-06-10;43048;0;19
87;2020-06-10;38136;0;29
87;2020-06-10;39312;0;39
87;2020-06-10;44763;0;49
87;2020-06-10;49746;0;59
87;2020-06-10;50526;0;69
87;2020-06-10;38447;0;79
87;2020-06-10;23291;0;89
87;2020-06-10;7380;0;90
87;2020-06-10;370774;0;0
87;2020-06-11;36125;0;09
87;2020-06-11;43048;0;19
87;2020-06-11;38136;0;29
87;2020-06-11;39312;0;39
87;2020-06-11;44763;0;49
87;2020-06-11;49746;0;59
87;2020-06-11;50526;0;69
87;2020-06-11;38447;0;79
87;2020-06-11;23291;0;89
87;2020-06-11;7380;0;90
87;2020-06-11;370774;0;0
87;2020-06-12;36125;0;09
87;2020-06-12;43048;0;19
87;2020-06-12;38136;0;29
87;2020-06-12;39312;0;39
87;2020-06-12;44763;1;49
87;2020-06-12;49746;0;59
87;2020-06-12;50526;1;69
87;2020-06-12;38447;0;79
87;2020-06-12;23291;0;89
87;2020-06-12;7380;0;90
87;2020-06-12;370774;2;0
87;2020-06-13;36125;0;09
87;2020-06-13;43048;0;19
87;2020-06-13;38136;0;29
87;2020-06-13;39312;0;39
87;2020-06-13;44763;0;49
87;2020-06-13;49746;0;59
87;2020-06-13;50526;0;69
87;2020-06-13;38447;0;79
87;2020-06-13;23291;0;89
87;2020-06-13;7380;0;90
87;2020-06-13;370774;0;0
87;2020-06-14;36125;0;09
87;2020-06-14;43048;0;19
87;2020-06-14;38136;0;29
87;2020-06-14;39312;0;39
87;2020-06-14;44763;0;49
87;2020-06-14;49746;0;59
87;2020-06-14;50526;0;69
87;2020-06-14;38447;0;79
87;2020-06-14;23291;0;89
87;2020-06-14;7380;0;90
87;2020-06-14;370774;0;0
87;2020-06-15;36125;0;09
87;2020-06-15;43048;0;19
87;2020-06-15;38136;0;29
87;2020-06-15;39312;0;39
87;2020-06-15;44763;0;49
87;2020-06-15;49746;0;59
87;2020-06-15;50526;0;69
87;2020-06-15;38447;0;79
87;2020-06-15;23291;0;89
87;2020-06-15;7380;0;90
87;2020-06-15;370774;0;0
87;2020-06-16;36125;0;09
87;2020-06-16;43048;0;19
87;2020-06-16;38136;0;29
87;2020-06-16;39312;0;39
87;2020-06-16;44763;0;49
87;2020-06-16;49746;0;59
87;2020-06-16;50526;0;69
87;2020-06-16;38447;0;79
87;2020-06-16;23291;0;89
87;2020-06-16;7380;0;90
87;2020-06-16;370774;0;0
87;2020-06-17;36125;0;09
87;2020-06-17;43048;0;19
87;2020-06-17;38136;0;29
87;2020-06-17;39312;0;39
87;2020-06-17;44763;0;49
87;2020-06-17;49746;0;59
87;2020-06-17;50526;0;69
87;2020-06-17;38447;0;79
87;2020-06-17;23291;0;89
87;2020-06-17;7380;0;90
87;2020-06-17;370774;0;0
